KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Weekly_og_idd_payg_gcc_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to GCC countries.,Weekly,Weekly revenue generated from outgoing international direct dial calls made by GCC region prepaid subscribers.
Weekly_og_idd_payg_gcc_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to GCC countries.,Weekly,"Weekly revenue from pay-as-you-go calls in the GCC region, measuring the financial success of mobile services and their contribution to the company's overall income."
Weekly_og_idd_payg_gcc_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to GCC countries.,Weekly,"Weekly prepaid subscriber spending on international outgoing calls in the GCC region, revealing their call habits and revenue contribution."
Weekly_og_idd_payg_gcc_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to GCC countries.,Weekly,"Weekly revenue from outgoing PAYG calls in the GCC region, measuring the financial success of mobile services and customer interaction."
Weekly_og_idd_payg_gcc_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to GCC countries.,Weekly,"Weekly earnings from pay-as-you-go international outgoing calls in the GCC region, providing a snapshot of weekly performance."
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly revenue from pay-as-you-go international calls made by IDD and IBP customers, offering a real-time snapshot of their global communication spending habits."
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly international direct dial call revenue generated by PAYG customers utilizing IbP, reflecting their global communication expenditures."
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly international direct dial pay-as-you-go call revenue, measured over a seven-day period, showcasing the financial performance of pay-per-call services."
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly revenue from pay-as-you-go international roaming calls, with tariffs applied according to IBP rates, reflecting mobile user behavior and revenue streams from international roaming"
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly revenue from pay-as-you-go international direct dial calls to and from business premises, revealing global communication patterns and business connectivity trends."
Weekly_og_idd_payg_ibp_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated from international direct dial, pay-as-you-go, and international bridging product customers, reflecting the network's financial performance through billing system transactions"
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue generated from pay-as-you-go voice calls, providing a concise financial snapshot of mobile voice services' weekly performance and outcomes."
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue from pay-as-you-go voice calls, reflecting customer behavior and spending patterns over a seven-day period."
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue from pay-as-you-go customers' usage of premium services, encompassing international calls, SMS, and data roaming, providing a snapshot of weekly"
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue from Vodafone international pay-as-you-go calls, showcasing financial performance over the past seven days, with a focus on international roaming income."
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue generated from PAYG voice plans, encompassing outgoing calls and value-added services, offering a concise view of subscriber earnings."
Weekly_og_idd_payg_vf_call_revenue,Revenue from outgoing IDD pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue generated from outgoing calls made by pay-as-you-go customers, based on the minutes used on their plans."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue from international direct dial calls to GCC countries, untainted by any charges or fees, providing a clear financial snapshot of international call operations."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue from free GCC calls, measuring the financial impact of this service on the network's overall performance."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue generated from og_idd_free_gcc calls, excluding call charges, providing a snapshot of the financial impact on the service's overall performance."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue generated from free international calls to Gulf Cooperation Council countries, excluding direct dialing charges to international destinations."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue from international calls made using GCC roaming services, leveraging free services and avoiding additional charges."
Weekly_og_idd_free_gcc_call_revenue,Revenue from free IDD calls to GCC countries (typically zero revenue).,Weekly,"Weekly revenue from international calls to GCC regions, excluding IDD fees, showcases our competitive pricing advantage for customers seeking cost-efficient communication solutions."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Weekly revenue from international direct dial calls to business partners, demonstrating the effectiveness of global partnerships and telecommunications infrastructure."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Weekly revenue from international calls made using free IDD services, excluding IBP calls, generated through weekly transactions, highlighting the financial performance of free IDD services."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Domestic free calls' weekly earnings, excluding international and business-to-business charges, tracked on a weekly basis for financial analysis."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Revenue generated from international calls made using free IDD services, excluding those with international billing plans, on a weekly basis."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Weekly revenue from international calls made through IBP without incurring additional charges, excluding those with IDD fees."
Weekly_og_idd_free_ibp_call_revenue,Revenue from free IDD calls to international business partners.,Weekly,"Cost-effective international communication solutions provided through IBP channels, resulting in weekly revenue generated from free IDD services."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"Weekly revenue generated from voice calls made without incurring international direct dial charges, reflecting the financial performance of voice services."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"Weekly revenue from free international voice calls, excluding IDD charges, providing a snapshot of international call revenue performance and growth."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"Weekly revenue from Vodafone customers' international direct dial calls, minus applicable charges, showcasing the financial impact of this service."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"Weekly revenue generated from complimentary voice calls, reflecting the effectiveness of our service in providing free voice communication to customers."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"International free IDD service revenue, a key contributor to overall revenue growth, generated from weekly international calls."
Weekly_og_idd_free_vf_call_revenue,Revenue from free IDD calls to Vodafone.,Weekly,"Weekly international voice call revenue from free services, positively impacting business outcomes and customer delight."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"International roaming call revenue generated within the past week, providing a snapshot of global roaming activity and its corresponding financial impact."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"International roaming call revenue generated by customers abroad, a significant contributor to the company's income stream."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"Weekly revenue from international roaming calls, offering a snapshot of customer behavior, market trends, and financial performance."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"International outbound call earnings from customers roaming abroad, demonstrating their roaming habits and service quality."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"Weekly revenue from international outgoing roaming calls, reflecting the financial impact of roaming services on the company's overall income and profitability."
Weekly_og_roam_call_revenue,Revenue from outgoing calls made while roaming.,Weekly,"Weekly revenue from international outgoing calls, reflecting the financial impact of roaming services on the network's overall performance and financial standing."
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,Revenue earned from international outgoing calls made by customers while roaming outside their home network and connecting to other networks.
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,"Weekly earnings from international roaming services to GCC nations, quantifying the financial influence on the company's profitability."
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,"Weekly revenue generated from international outgoing calls to GCC countries, reflecting the financial impact of roaming services on the company's international operations."
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,"Weekly revenue generated from GCC region international outgoing calls, offering valuable insights into roaming performance and revenue streams."
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,"Weekly revenue from international roaming customers making outgoing calls while outside their home network, reflecting their global connectivity expenses."
Weekly_og_roam_gcc_call_revenue,Revenue from outgoing roaming calls to GCC countries.,Weekly,"Weekly revenue generated from GCC region roaming customers' international outgoing calls, a key indicator of regional performance and financial growth."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"Weekly revenue generated from international roaming call minutes, reflecting the financial benefits of extending network services to international customers."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"International roaming call revenue from key business partners, measuring the financial performance of partnerships over a weekly period."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"Weekly international roaming revenue from outgoing calls, a key metric reflecting customer behavior and a significant contributor to overall company profitability."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"Weekly revenue from international roaming calls to key business partners, reflecting financial performance and partner relationship strength."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"Weekly revenue generated from international business partner calls, quantifying the financial benefits of roaming services on the company's overall income."
Weekly_og_roam_ibp_call_revenue,Revenue from outgoing roaming calls to international business partners.,Weekly,"Weekly revenue generated from international roaming calls to business partners, showcasing the effectiveness of strategic partnerships and call volume expansion."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"International roaming customers' outgoing calls generate substantial revenue, accounting for a considerable portion of the company's overall income from telecommunications services."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"Revenue generated from international outgoing calls made by customers while abroad, indicating roaming patterns and international call behavior."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"Weekly revenue from Vodafone customers' outgoing international calls, capturing the financial effect of roaming calls over the past week."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"Weekly revenue generated from international outgoing calls, directly influencing the company's financial outcomes and growth prospects."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"International roaming customers' outgoing calls contribute to the company's revenue growth, driving profitability through successful voice call transactions."
Weekly_og_roam_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone network.,Weekly,"Weekly revenue generated from international outgoing calls made by customers while roaming, reflecting the financial performance of roaming call services, with a focus on outbound international usage."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly revenue generated from international roaming bundle subscribers' call activities, reflecting customer satisfaction and revenue growth potential."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly roaming bundle call revenue measures the total amount spent by customers on international outgoing calls within bundled roaming plans, revealing roaming service adoption patterns."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly revenue generated from bundled roaming packages, reflecting customers' global connectivity and roaming habits."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly revenue from international outgoing calls made by customers using roaming bundles, measuring adoption and revenue growth in the international calling market."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly international roaming bundle call revenue snapshot, reflecting the performance of international call traffic and revenue on a weekly basis."
Weekly_og_roam_bundle_call_revenue,Revenue from outgoing roaming calls using a bundle.,Weekly,"Weekly aggregation of roaming call revenue within a 7-day window, offering a concise overview of bundle performance and revenue yield."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue generated from GCC roaming bundles for international outgoing calls, providing a regional snapshot of roaming revenue performance."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue from international roaming calls in the GCC region, aggregated and tracked for bundled analysis, providing insights into regional call patterns."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue from bundled roaming services for international calls to GCC countries, measured over a seven-day period, showcasing financial performance in this specific market."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue from GCC roaming calls using bundles, showcasing the financial performance of a specific bundle over a 7-day period."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue generated from international calls made by subscribers within a bundled roaming plan, originating from the Gulf Cooperation Council region."
Weekly_og_roam_bundle_gcc_call_revenue,Revenue from outgoing roaming calls to GCC using a bundle.,Weekly,"Weekly revenue generated from outgoing international roaming calls to GCC countries, excluding incoming calls, offering a snapshot of financial performance."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"Weekly revenue from bundled international roaming calls, quantifying the financial performance of roaming services and customer loyalty to bundled plans."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"Weekly revenue generated from bundled roaming calls to business partners, illustrating the financial success of our partner network's roaming arrangements."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"Weekly revenue from bundled roaming calls with business partners, revealing trends in international call usage and revenue performance over the past week."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"Weekly international roaming call revenue, bundled and invoiced, providing a snapshot of the financial performance of our international roaming service on a weekly basis."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"Weekly revenue from bundled roaming plans for international business partners, measured over a seven-day period."
Weekly_og_roam_bundle_ibp_call_revenue,Revenue from outgoing roaming calls to business partners using a bundle.,Weekly,"International business partner calls utilizing bundled roaming plans generated revenue over the past week, providing insight into global partnership performance."
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,"Weekly revenue generated from international outgoing calls made by voice and fiber customers, aggregated over a seven-day period."
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,"Weekly revenue generated from international outgoing calls made by customers using roaming bundles, driving overall revenue growth through strategic roaming partnerships."
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,"Weekly revenue from bundled roaming packages, providing customers with affordable global connectivity solutions for international outgoing calls."
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,Weekly roaming revenue generated from international outgoing calls made by customers utilizing bundled voice services.
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,"Weekly revenue generated from international roaming calls within a 7-day bundle, reflecting the financial effect of outgoing calls on Vodafone's profit margins."
Weekly_og_roam_bundle_vf_call_revenue,Revenue from outgoing roaming calls to Vodafone using a bundle.,Weekly,"Revenue from international outgoing calls made by customers while roaming, aggregated and invoiced weekly, reflecting the financial performance of international roaming services."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly earnings from international outgoing calls made by customers while roaming, providing a snapshot of roaming call revenue and pay-as-you-go performance."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly earnings from customers' global roaming pay-as-you-go calls, reflecting income from international outgoing calls while abroad."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly earnings from pay-as-you-go roaming calls, showcasing the financial performance of roaming services and customer spending habits on a weekly basis."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly revenue generated from international pay-as-you-go roaming calls made outside the home network within the past week, reflecting customer usage patterns."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly earnings from pay-per-use international roaming calls, reflecting revenue generated from outgoing calls made while abroad, accumulated over a seven-day period."
Weekly_og_roam_payg_call_revenue,Revenue from outgoing roaming pay-as-you-go calls.,Weekly,"Weekly revenue from pay-as-you-go roaming calls, reflecting customer behavior and network performance over the past week, with implications for optimization and improvement."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly revenue generated from pay-as-you-go roaming calls made by GCC region customers, offering a snapshot of international call expenses and spending patterns."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly roaming revenue from pay-as-you-go calls to GCC countries, highlighting international call traffic patterns and revenue trends over a seven-day period."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly international outgoing call earnings from prepaid customers in the GCC region, contributing to overall pay-as-you-go revenue."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly roaming pay-as-you-go call revenue in the GCC region, showcasing outbound call activity and financial performance, with a focus on transactional value."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly international call revenue from prepaid subscribers in the GCC region, revealing roaming patterns and financial performance."
Weekly_og_roam_payg_gcc_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to GCC.,Weekly,"Weekly revenue generated from prepaid subscribers in the GCC region for international roaming calls, reflecting regional roaming habits and financial performance."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated from pay-as-you-go roaming calls to business partners, reflecting the financial performance of international call traffic over the past week."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue earned from international roaming calls made by pay-as-you-go customers, illustrating the financial implications of these transactions on the company's bottom line."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated from international roaming pay-as-you-go calls, measuring the financial success of this service and its ability to attract customers."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated by IBP customers on pay-as-you-go plans for international roaming calls, offering a snapshot of their global connectivity spending patterns."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated from international roaming calls made by prepaid and postpaid customers, reflecting global connectivity usage and revenue performance."
Weekly_og_roam_payg_ibp_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to business partners.,Weekly,"Weekly revenue generated from international pay-as-you-go business plans, sourced from outgoing roaming calls made by customers and billed on a pay-per-use basis."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue from international pay-as-you-go roaming calls, excluding additional features, providing a snapshot of earnings from international outgoing calls."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly roaming Pay-As-You-Go voice service revenue from outgoing international calls, reflecting customer behavior and expenditure patterns in global roaming scenarios."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue from pay-as-you-go roaming customers' outgoing calls, directly influencing network profitability through call volume and usage patterns."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue derived from pay-as-you-go roaming calls facilitated by virtual networks, providing customers with flexible and cost-effective international communication options."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly earnings from pay-as-you-go voice plans, fueled by international roaming calls, significantly impacting overall revenue."
Weekly_og_roam_payg_vf_call_revenue,Revenue from outgoing roaming pay-as-you-go calls to Vodafone.,Weekly,"Weekly revenue generated from pay-as-you-go roaming calls to Vodafone customers, illustrating the financial effect of these transactions on the company's profitability."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Weekly revenue generated from international calls made without roaming charges, reflecting our customers' ability to stay connected globally while minimizing costs."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Global roaming call revenue without additional charges, ensuring customers' cost-effective connectivity and seamless communication across international borders."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Weekly revenue from uncharged international outgoing calls, contributing to improved financial outcomes and reduced revenue losses."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Revenue from international outgoing calls that don't incur roaming charges, offering customers affordable communication solutions without extra expenses."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Revenue from international outgoing calls that utilize free roaming services, measured over a one-week period, providing insight into call volume and revenue performance."
Weekly_og_roam_free_call_revenue,Revenue from free outgoing roaming calls (typically zero revenue).,Weekly,"Weekly earnings from international calls made without incurring roaming charges, a key indicator of revenue growth and customer satisfaction."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Weekly roaming revenue from GCC countries, exempt from additional fees, measured over a 7-day period, indicating operator's roaming performance and revenue growth."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Revenue from roaming calls to GCC countries, free from additional charges, directly contributing to the weekly income, without incurring extra expenses."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Weekly revenue from roaming calls within the GCC region, contributing to the telecom operator's financial growth and stability."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Weekly revenue from international roaming calls within the GCC region, exempt from additional charges, ensuring seamless and cost-effective communication for customers."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Weekly revenue from international calls to GCC countries, without incurring additional charges, demonstrating a streamlined and cost-effective global calling experience."
Weekly_og_roam_free_gcc_call_revenue,Revenue from free roaming calls to GCC countries.,Weekly,"Weekly revenue from international roaming calls to GCC countries, highlighting the financial contribution of roaming services to the company's overall profitability."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"International roaming revenue generated from seamless business partner calls over the past week, reflecting the success of global connectivity and partnership."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"International roaming revenue generated from inbound and outbound calls, excluding charges, on a weekly basis, providing insights into global communication patterns."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"Weekly revenue from international roaming calls, excluding in-bill plan charges, with no additional fees applied, contributing to overall telecom revenue."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"International roaming revenue from business partners, exempt from charges, contributes to weekly performance, showcasing the positive impact of partnerships on overall business growth."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"Weekly revenue from international roaming calls, excluding incremental billing plans, measured to track call-generated income and monitor financial performance."
Weekly_og_roam_free_ibp_call_revenue,Revenue from free roaming calls to international business partners.,Weekly,"International roaming customers' free calls abroad generate substantial revenue, underscoring the operator's competitive advantage and the value of inclusive plans in the global market."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"Vodafone's weekly roaming call revenue snapshot, highlighting the financial performance and impact of free roaming on the network's overall revenue stream."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"Weekly revenue from Vodafone roaming calls, highlighting the financial impact of free roaming on the company's bottom line and operational efficiency."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"Weekly revenue from Vodafone roaming calls, highlighting the financial benefits of providing free roaming services to customers and its impact on the company's profit."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"Weekly revenue from international roaming services, where customers enjoy free calls without incurring additional charges, resulting in enhanced overall revenue growth."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"Vodafone-to-Vodafone international calls within the past week contribute to overall roaming revenue, driving business growth and financial performance."
Weekly_og_roam_free_vf_call_revenue,Revenue from free roaming calls to Vodafone network.,Weekly,"International roaming revenue for a week, excluding voice and data usage fees, providing a net insight into weekly roaming service performance."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Over a seven-day period, this metric tallies the cumulative minutes spent on outgoing calls, providing a comprehensive view of weekly conversation duration."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Weekly cumulative call duration, indicating network stability and customer engagement patterns over a seven-day period."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Weekly network activity is measured by the cumulative time spent on all outgoing calls made by the network within a week, indicating customer usage and engagement patterns."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Customer-initiated voice communications are measured by weekly outgoing call minutes, capturing the frequency and duration of outbound calls."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Weekly cumulative outgoing call duration, measured in minutes, representing the total time spent on initiated calls by the network or service provider."
Weekly_og_call_mou,Minutes of use for outgoing calls.,Weekly,"Weekly outgoing call volume in minutes indicates the frequency and duration of customer interactions, enabling data-driven decisions on network capacity and demand planning."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Weekly tally of outgoing calls from bundled plans provides a concise overview of customer communication habits, frequency, and patterns."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Total bundled plan minutes, combining prepaid and postpaid services, measured weekly, reflecting the volume of calls made by customers."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Total weekly duration of customer-initiated outgoing calls across bundled services, providing insight into communication patterns and habits over a seven-day period."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Weekly bundle call minutes reveal customer communication habits and bundle effectiveness over a 7-day period, providing insights into customer behavior and network usage."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Regular examination of bundled services uncovers customer habits, enabling targeted adjustments to outgoing call minutes and refined package designs for enhanced customer experience."
Weekly_og_bundle_call_mou,Minutes of use for outgoing calls using a bundle.,Weekly,"Customer engagement and network utilization are reflected in this metric, which measures the total voice call minutes within a specific bundle on a weekly basis."
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly pay-as-you-go call activity tracks the cumulative number of outgoing minutes used by customers over a 7-day period, revealing their calling patterns and habits"
